('dissolution', [0.0, 0.1111111111111111, 0.0, 0.1111111111111111, '#scared', '#disgusting', 'negetive', -1.0, 'jailhouse', 'convict_crime', 'aversion_therapy', 'assertiveness', 'store_pen'])
('variable', [0.0, 0.2857142857142857, 0.25, 0.0, '#interesting', '#interesting', 'positive', 0.375, 'pharmaceutical_inc', 'authoring_language', 'russell_viper', 'ban_junk_food', 'lithophyte'])
('died', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -1.0, 'call_lawyer', 'know_new', 'eugenol', 'cryptogram', 'bracket'])
('congested', [0.0, 0.125, 0.0, 0.125, '#scared', '#disgusting', 'negetive', -1.0, 'amateurishness', 'acceptance', 'acute', 'peculation', 'broad'])
('cheated', [0.0, 0.1, 0.0, 0.1, '#scared', '#disgusting', 'negetive', -1.0, 'revolts_against', 'alluviation', 'cartographic_projection', 'hidden', 'keep_safe'])
('brobdingnagian', [0.0, 0.3333333333333333, 0.0, 0.3333333333333333, '#scared', '#disgusting', 'negetive', -0.125, 'college_tuition', 'incinerator_ash', 'acute_awareness', 'primitive', 'college_tuition'])
('restored', [0.0, 0.16666666666666666, 0.14285714285714285, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'horror', 'gratifyingly', 'conscientious', 'infant', 'rhyme'])
('premeditated', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'frigid', 'palm_kernel', 'one-time', 'engage', 'border'])
('pep', [0.0, 0.1, 0.09090909090909091, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'revery', 'written_message', 'covariance', 'deregulation', 'valeant'])
('vestiges', [0.0, 0.1111111111111111, 0.0, 0.1111111111111111, '#scared', '#disgusting', 'negetive', -1.0, 'crisp', 'bothersome', 'leaden_sky', 'ant_hill', 'abortion'])
('leads', [0.0, 0.1111111111111111, 0.1, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'black_tailed_godwit', 'rummy', 'mellow', 'traumatic_incident', 'make_out_leather'])
('known', [0.0, 0.5, 0.4, 0.0, '#interesting', '#interesting', 'positive', 0.5, 'knickknackery', 'put_on_shoes', 'investigation', 'breath_sound', 'appall'])
('shimmy', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'industrialism', 'rest_foot', 'video', 'aneurysmal', 'old_building'])
('pyrectic', [0.0, 0.2, 0.0, 0.2, '#scared', '#disgusting', 'negetive', -0.5, 'delicious_dinner', 'prepare_meal', 'beach_waggon', 'pack_clothes', 'buy_market'])
('misread', [0.0, 0.125, 0.0, 0.125, '#scared', '#disgusting', 'negetive', -1.0, 'create_new_idea', 'egregious', 'ethafoam', 'award_support', 'coal_stove'])
('dissatisfies', [0.0, 0.16666666666666666, 0.0, 0.25, '#disgusting', '#scared', 'negetive', -1.0, 'totally_chlorine', 'sliding_surface', 'thermoplastic_material', 'strong_preference', 'super_villain'])
('inflected', [0.0, 0.3333333333333333, 0.2857142857142857, 0.0, '#interesting', '#interesting', 'positive', 0.25, 'sushi', 'perfervid', 'genetic_variation', 'gammon', 'graffiti_art'])
('atrophied', [0.0, 0.2, 0.0, 0.2, '#scared', '#disgusting', 'negetive', -0.125, 'dynamically', 'body_fluid', 'catalytic_role', 'take_time', 'misalliance'])
('suffered', [0.0, 0.125, 0.0, 0.125, '#scared', '#disgusting', 'negetive', -1.0, 'goat_curd', 'cheetah', 'soft_white', 'inhale_oxygen', 'bad_habit'])
('outmoded', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'container', 'hotel_room', 'memo', 'arresting', 'leaning'])
('diaphoretic', [0.0, 0.2, 0.18181818181818182, 0.0, '#interesting', '#interesting', 'positive', 0.125, 'house_open', 'cold_sore', 'savor', 'feel_depressed', 'introspection'])
('sloppy', [0.0, 0.2, 0.0, 0.2, '#scared', '#disgusting', 'negetive', -1.0, 'reach_conclusion', 'covariance_matrix', 'cloudy', 'swamp_chestnut_oak', 'finance'])
('fatigued', [0.0, 0.1111111111111111, 0.0, 0.1111111111111111, '#scared', '#disgusting', 'negetive', -1.0, 'outburst', 'business_administration_bsba', 'respiratory_illness', 'contradict', 'buttery'])
('tanks', [0.0, 0.07142857142857142, 0.0, 0.07142857142857142, '#scared', '#disgusting', 'negetive', -1.0, 'learn', 'sweet_savour', 'jivamukti_yoga', 'exhilaratingly', 'imperatively'])
('hatted', [0.0, 0.2222222222222222, 0.0, 0.2222222222222222, '#scared', '#disgusting', 'negetive', -0.125, 'pro_active', 'glazed_ceramic', 'impaired', 'military_retreat', 'pastry'])
('din', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'brilliantness', 'resonating', 'prim_out', 'self_satisfaction', 'tabular_array'])
('excellency', [0.0, 0.1, 0.09090909090909091, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'small_animal', 'subway', 'hard_substance', 'begin_shortly', 'bus_station'])
('enthuse', [0.0, 0.25, 0.14285714285714285, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'waken', 'never-ending', 'pan_fry', 'perfervid', 'genetic_variation'])
('hooray', [0.0, 0.1111111111111111, 0.1, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'convulsively', 'instantly_recognisable', 'self_protection', 'fire_extinguisher', 'breaking_apart'])
('counterrevolutionary', [0.0, 0.15384615384615385, 0.0, 0.15384615384615385, '#scared', '#disgusting', 'negetive', -0.625, 'old_friend', 'rewoven', 'animal_dwell', 'living_room_wall', 'surgical_glove'])
('slower', [0.0, 0.2, 0.0, 0.2, '#scared', '#disgusting', 'negetive', -1.0, 'broke', 'sharpen', 'marijuana', 'newsletter', 'jury'])
('bravo', [0.0, 0.1, 0.09090909090909091, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'famous_tourist_attraction', 'see_exhibit', 'convulsively', 'electric_stove', 'whine'])
('slowed', [0.0, 0.125, 0.0, 0.125, '#scared', '#disgusting', 'negetive', -1.0, 'peripheral_circulation', 'profound_respect', 'spinal_paralysis', 'brownstone', 'ice_cream'])
('soured', [0.0, 0.25, 0.0, 0.25, '#scared', '#disgusting', 'negetive', -0.75, 'blessedly', 'giant_spider', 'correlation_coefficient', 'windfall_profit', 'hostilely'])
('deluded', [0.0, 0.1, 0.0, 0.1, '#scared', '#disgusting', 'negetive', -1.0, 'past_event', 'only_bird', 'adience', 'ostentatious', 'cartographic_projection'])
('contracted', [0.0, 0.2, 0.0, 0.2, '#scared', '#disgusting', 'negetive', -0.25, 'coherence', 'find_out_information', 'restoration', 'king_musick', 'profound_respect'])
('havoc', [0.0, 0.07142857142857142, 0.0, 0.07142857142857142, '#scared', '#disgusting', 'negetive', -1.0, 'constrict', 'hold_liquid', 'employ', 'green_black', 'zealously'])
('freaks', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'medicinal', 'intransigent', 'conciliation', 'religious_sensibility', 'eparch_bishop'])
('shared', [0.0, 0.25, 0.2222222222222222, 0.0, '#interesting', '#interesting', 'positive', 0.125, 'traffic_sign', 'interpretative_dancing', 'many_fruits', 'breathable', 'holy_place'])
('cripples', [0.0, 0.1, 0.0, 0.1, '#scared', '#disgusting', 'negetive', -1.0, 'garner', 'competitiveness', 'irreconcilable', 'joylessness', 'administrable'])
('eolithic', [0.0, 0.18181818181818182, 0.0, 0.18181818181818182, '#scared', '#disgusting', 'negetive', -0.25, 'place_sleep', 'demon_possession', 'cover_body', 'pretzel', 'flipper'])
('peeled', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -1.0, 'ideology', 'bunker', 'economic_crisis', 'recalcitrant', 'problem'])
('snagging', [0.0, 0.125, 0.0, 0.125, '#scared', '#disgusting', 'negetive', -1.0, 'triops', 'cheerfulness', 'traffic_sign', 'musicality', 'trusted_colleague'])
('demonizing', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'johnny', 'memo', 'arresting', 'leaning', 'poker_game'])
('dwindling', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'profound_respect', 'spinal_paralysis', 'brownstone', 'ice_cream', 'keep_cool_cream'])
('molestation', [0.0, 0.0625, 0.0, 0.0625, '#scared', '#disgusting', 'negetive', -1.0, 'run_business', 'temporality', 'clingfilm', 'antihypertensive_medication', 'sweep'])
('shamelessness', [0.0, 0.07142857142857142, 0.0, 0.07142857142857142, '#scared', '#disgusting', 'negetive', -1.0, 'dearie', 'envy', 'stigma', 'geometrical_asymmetry', 'flap'])
('bruises', [0.0, 0.07142857142857142, 0.0, 0.07142857142857142, '#scared', '#disgusting', 'negetive', -1.0, 'relies_on', 'wraithlike', 'state_fact', 'sweater', 'grow_yard'])
('studied', [0.0, 0.5, 0.4, 0.0, '#interesting', '#interesting', 'positive', 0.375, 'product', 'inequitable', 'role', 'immodestly', 'lyrae'])
('funded', [0.0, 0.2, 0.0, 0.2, '#scared', '#disgusting', 'negetive', -0.375, 'pro_active', 'eight', 'impaired', 'ngti_kahu', 'military_retreat'])
('vibrating', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'putridness', 'high_speed_connection', 'aneurysmal', 'floe', 'put_one_across'])
('exploitation', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'ethereal', 'logicalness', 'snooty', 'menu', 'talk_lawyer'])
('bruised', [0.0, 0.1111111111111111, 0.0, 0.1111111111111111, '#scared', '#disgusting', 'negetive', -1.0, 'state_fact', 'grow_yard', 'snoop', 'drummer', 'plasma_gasification'])
('reclaim', [0.0, 0.25, 0.2, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'convenience_shop', 'traffic_sign', 'memo', 'arresting', 'leaning'])
('shelled', [0.0, 0.2222222222222222, 0.0, 0.2222222222222222, '#scared', '#disgusting', 'negetive', -0.25, 'implicative', 'statuesque', 'cork', 'confidence_man', 'revolts_against'])
('hardier', [0.0, 0.3333333333333333, 0.25, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'burke', 'winch', 'collage_film', 'cute_big_cat', 'needle'])
('bribery', [0.0, 0.06666666666666667, 0.0, 0.06666666666666667, '#scared', '#disgusting', 'negetive', -1.0, 'analyst', 'downright', 'wiseman', 'sea', 'break_door'])
('betraying', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'cartographic_projection', 'pepcid', 'esurience', 'collage', 'keep_safe'])
('paralyzed', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -1.0, 'rashness', 'memo', 'arresting', 'leaning', 'burger_king'])
('sufferers', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'phto_copy', 'high_skill', 'timekeeping_mechanism', 'chomp', 'lanky'])
('surmount', [0.0, 0.2, 0.16666666666666666, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'dental_plate', 'learn_music', 'depend_upon', 'abide', 'subquadrate_whorl_section'])
('flagging', [0.0, 0.1111111111111111, 0.0, 0.1111111111111111, '#scared', '#disgusting', 'negetive', -1.0, 'cosmic_ray_particle', 'profound_respect', 'spinal_paralysis', 'law_officer', 'brownstone'])
('sharper', [0.0, 0.09090909090909091, 0.08333333333333333, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'catalyst', 'unrest', 'company', 'walk_quickly', 'adequately'])
('confounded', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'psychedelic_drug', 'vivification', 'robbery_suspect', 'compatibility', 'nanism'])
('pluses', [0.0, 0.14285714285714285, 0.125, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'junk_pile', 'growth', 'traumatic_stress_study', 'cow', 'pharynx'])
('rejuvenating', [0.0, 0.07692307692307693, 0.07142857142857142, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'changeability', 'rhyme', 'prehensile', 'applied_topically', 'antiquate'])
('cherished', [0.0, 0.25, 0.2, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'keen_insight', 'amide', 'projectile', 'change_taste', 'foam'])
('upheld', [0.0, 0.25, 0.2, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'leave_house_first', 'lucratively', 'blossom', 'defensible', 'hershey_kiss'])
('plaything', [0.0, 0.1, 0.0, 0.1, '#scared', '#disgusting', 'negetive', -1.0, 'extinguish', 'contract_of_hazard', 'ford_river', 'target_cell', 'anapestic_tetrameter'])
('scratched', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'small_shop', 'succeeder', 'ngti_kahu', 'unsupportable', 'nematode_worm'])
('smudged', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -1.0, 'acid', 'unsupportable', 'nematode_worm', 'abductor_muscle', 'originality'])
('neglected', [0.0, 0.2, 0.0, 0.2, '#scared', '#disgusting', 'negetive', -1.0, 'fraction', 'ronnie_brewer', 'clout', 'gestation', 'unsupportable'])
('demonized', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'johnny', 'memo', 'arresting', 'leaning', 'poker_game'])
('ammoniated', [0.0, 0.2222222222222222, 0.0, 0.2222222222222222, '#scared', '#disgusting', 'negetive', -0.25, 'flu_virus', 'hip_pain', 'enter_home', 'scene_reminiscent', 'maledict'])
('throbbed', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -1.0, 'preventative_conservation', 'emergency_brake_pedal', 'misoneism', 'costume_jewellery', 'equating'])
('commissioned', [0.0, 0.25, 0.2222222222222222, 0.0, '#interesting', '#interesting', 'positive', 0.25, 'military_retreat', 'pastry', 'damsel_person', 'huh', 'armored_personnel_carrier'])
('smudges', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'irrational_motive', 'wear_good_shoes', 'mother_father', 'rough_estimate', 'capillary_fracture'])
('savior', [0.0, 0.07692307692307693, 0.07142857142857142, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'luxuriant_vegetation', 'boy_next_door', 'repute', 'browse', 'course_of_study'])
('scratches', [0.0, 0.06666666666666667, 0.0, 0.06666666666666667, '#scared', '#disgusting', 'negetive', -1.0, 'bummer', 'nine_yard_line', 'wave_clip', 'small_shop', 'print_ads'])
('fingered', [0.0, 0.2857142857142857, 0.0, 0.2857142857142857, '#scared', '#disgusting', 'negetive', -0.375, 'hot_weather', 'unsupportable', 'nematode_worm', 'abductor_muscle', 'originality'])
('demonizes', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'johnny', 'memo', 'arresting', 'leaning', 'poker_game'])
('bemoaning', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'fog_roll', 'fuck_all', 'communicative_function', 'capability', 'relish'])
('defeats', [0.0, 0.1111111111111111, 0.1, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'pension_secretary_theresa', 'metamaterial', 'visit_grandmother', 'detrition', 'regular_octahedron'])
('overloaded', [0.0, 0.2, 0.0, 0.2, '#scared', '#disgusting', 'negetive', -1.0, 'anger', 'aluminium', 'unsupportable', 'nematode_worm', 'abductor_muscle'])
('impasse', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'sensual_pleasure', 'elysian', 'constitutionally_protected_speech', 'learn_quickly', 'inglorious'])
('labeled', [0.0, 0.4, 0.3333333333333333, 0.0, '#interesting', '#interesting', 'positive', 0.125, 'chromosome_breakage', 'tubular_cavity', 'dumfounded', 'nude', 'sylphic'])
('drags', [0.0, 0.07692307692307693, 0.0, 0.07692307692307693, '#scared', '#disgusting', 'negetive', -1.0, 'paracentesis', 'look_picture', 'provide_training', 'main_artery', 'hot_weather'])
('dedicated', [0.0, 0.25, 0.2, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'intangibleness', 'city_main_thoroughfare', 'instruction', 'deprive', 'interpretative_dancing'])
('corrupted', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'beverage_can', 'cutting_edge_research', 'scarlet', 'stodgily', 'jo_malone'])
('ruritanian', [0.0, 0.13333333333333333, 0.0, 0.13333333333333333, '#scared', '#disgusting', 'negetive', -0.25, 'piston', 'very_seriously', 'delirious', 'take_down', 'baseless_attack'])
('abort', [0.0, 0.07142857142857142, 0.0, 0.07142857142857142, '#scared', '#disgusting', 'negetive', -1.0, 'call_lawyer', 'eugenol', 'longsighted', 'store_pen', 'wrapping_around'])
('confuses', [0.0, 0.1111111111111111, 0.0, 0.1111111111111111, '#scared', '#disgusting', 'negetive', -1.0, 'smasher', 'psychedelic_drug', 'vivification', 'oblongifolia', 'robbery_suspect'])
('ill-treated', [0.0, 0.125, 0.0, 0.125, '#scared', '#disgusting', 'negetive', -1.0, 'boorish', 'rare_developmental_disorder', 'questioning', 'hysterically', 'swarming'])
('disliked', [0.0, 0.2, 0.0, 0.2, '#scared', '#disgusting', 'negetive', -1.0, 'ejaculation', 'unsupportable', 'nematode_worm', 'abductor_muscle', 'originality'])
('reprove', [0.0, 0.1, 0.0, 0.1, '#scared', '#disgusting', 'negetive', -1.0, 'kiss_partner', 'white_cotton_glove', 'look_behind', 'rent_house', 'coherency'])
('freezes', [0.0, 0.1, 0.0, 0.1, '#scared', '#disgusting', 'negetive', -1.0, 'accurately_estimate', 'stage_production', 'radiant_intensity', 'full', 'windfall_profit'])
('infringements', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'patent_medicine', 'bloodbath', 'lugubriousness', 'jagera', 'lavishness'])
('shinto', [0.0, 0.15384615384615385, 0.0, 0.15384615384615385, '#scared', '#disgusting', 'negetive', -0.125, 'sullenly', 'fire_up', 'electron', 'foreclose', 'adequate_to'])
('asphyxiated', [0.0, 0.2857142857142857, 0.0, 0.2857142857142857, '#scared', '#disgusting', 'negetive', -0.25, 'singer', 'act', 'cling', 'call_lawyer', 'acceptance'])
('sworn', [0.0, 0.2857142857142857, 0.0, 0.2857142857142857, '#scared', '#disgusting', 'negetive', -0.25, 'doubly_periodic', 'bombinate', 'chaos', 'gularis', 'epigon'])
('crashes', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'jane_eisner', 'pull_away', 'chemiluminescence', 'preprint', 'stay_alive'])
('critics', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'nembutal', 'tourism_attraction', 'round_pastry', 'puzzled', 'blue_winged_goose'])
('disgusted', [0.0, 0.14285714285714285, 0.0, 1.0, '#disgusting', '#scared', 'negetive', -1.0, 'insecurity', 'convert_energy', 'copse', 'ion_implantation', 'secret_stash'])
('sustainability', [0.0, 0.14285714285714285, 0.125, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'impenitency', 'financial_forecast', 'enjoy_life', 'trauma', 'drink_a_lot_of_alcohol'])
('tipped', [0.0, 0.2222222222222222, 0.0, 0.2222222222222222, '#scared', '#disgusting', 'negetive', -0.125, 'fragment', 'shame', 'sex_same_gender', 'arizona_veteran_memorial', 'profession'])
('improving', [0.0, 0.25, 0.2, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'book_library', 'fraternize', 'japanese_food', 'nonchalance', 'made_of_glass'])
('vomited', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -1.0, 'tile', 'concupiscence', 'chest_pain', 'climb_mount_everest', 'gas_burner'])
('scrambling', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'wal', 'memo', 'arresting', 'leaning', 'carpal'])
('succeeded', [0.0, 0.3333333333333333, 0.25, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'marital_partner', 'unscrew', 'ugliness', 'fornicate', 'mini_fridge'])
('nosed', [0.0, 0.3333333333333333, 0.2857142857142857, 0.0, '#interesting', '#interesting', 'positive', 0.125, 'postage_stamp', 'detrition', 'implicative', 'pusillanimous', 'bugle'])
('infidels', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'curb', 'toady', 'inflict_damage', 'deprave', 'busy_thoroughfare'])
('crept', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'keep_food_cool', 'eyelet', 'copycat', 'redevelopment_scheme', 'inciter'])
('swollen', [0.0, 0.125, 0.0, 0.125, '#scared', '#disgusting', 'negetive', -1.0, 'starring', 'terrorist_corporation', 'purple_gown', 'radiant_intensity', 'planting_shrub'])
('dreamland', [0.0, 0.09090909090909091, 0.08333333333333333, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'authoritarian_regime', 'signing_statement', 'stainless_steel_tube', 'life_preserver', 'funeral_home'])
('lamented', [0.0, 0.2857142857142857, 0.0, 0.2857142857142857, '#scared', '#disgusting', 'negetive', -0.375, 'fog_roll', 'fuck_all', 'communicative_function', 'protectively', 'capability'])
('gradual', [0.0, 0.15384615384615385, 0.0, 0.15384615384615385, '#scared', '#disgusting', 'negetive', -0.5, 'refresher', 'eat_hamburger', 'salsify', 'composite_panel', 'blood_stain'])
('accolades', [0.0, 0.125, 0.1111111111111111, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'deactivate', 'ramshackle', 'refuse_value', 'ogress', 'attention'])
('setbacks', [0.0, 0.1, 0.0, 0.1, '#scared', '#disgusting', 'negetive', -1.0, 'taste', 'hospitalization', 'chic', 'large_conglomerate', 'artor'])
('undermined', [0.0, 0.1111111111111111, 0.0, 0.1111111111111111, '#scared', '#disgusting', 'negetive', -1.0, 'edward_teller', 'platform', 'anal_incontinence', 'diabetes_medicine', 'baffle'])
('troubles', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'scene_reminiscent', 'make_pollution', 'saw_wort_serratula', 'witticism', 'maledict'])
('ghetto', [0.0, 0.07692307692307693, 0.0, 0.07692307692307693, '#scared', '#disgusting', 'negetive', -1.0, 'organizational_leadership', 'martial', 'deciduous_plant', 'anither', 'cockeyed'])
('undermines', [0.0, 0.1111111111111111, 0.0, 0.1111111111111111, '#scared', '#disgusting', 'negetive', -1.0, 'edward_teller', 'platform', 'anal_incontinence', 'diabetes_medicine', 'baffle'])
('tonic', [0.0, 0.16666666666666666, 0.15384615384615385, 0.0, '#interesting', '#interesting', 'positive', 0.125, 'preventive', 'use_scissor', 'house_open', 'story', 'cold_sore'])
('rattled', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -1.0, 'out_of_sight', 'calendar_day', 'loud_sound', 'rendezvous', 'putridness'])
('aspirations', [0.0, 0.1111111111111111, 0.1, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'latchkey', 'myrtle', 'adroitly', 'diversify', 'creativeness'])
('feathered', [0.0, 0.25, 0.0, 0.25, '#scared', '#disgusting', 'negetive', -0.25, 'zarir', 'learn_tool', 'difficultness', 'different_musical_genre', 'owner_house'])
('killed', [0.0, 0.2, 0.0, 0.2, '#scared', '#disgusting', 'negetive', -1.0, 'carry_weight', 'combinatorial', 'singer', 'troll', 'predictive_factor'])
('devastates', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -1.0, 'eater', 'eject', 'excretion', 'outflank', 'mental_problem'])
('matched', [0.0, 0.4, 0.3333333333333333, 0.0, '#interesting', '#interesting', 'positive', 0.375, 'rule_world', 'carinate', 'stinkiness', 'foggy', 'pro_active'])
('undermining', [0.0, 0.1111111111111111, 0.0, 0.1111111111111111, '#scared', '#disgusting', 'negetive', -1.0, 'edward_teller', 'platform', 'anal_incontinence', 'diabetes_medicine', 'baffle'])
('misgivings', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'lady_bedstraw', 'tostada', 'clothes_accessory', 'granular', 'maker'])
('scolded', [0.0, 0.1, 0.0, 0.1, '#scared', '#disgusting', 'negetive', -1.0, 'rent_house', 'coherency', 'think_future', 'conditional_semantics', 'cellophane'])
('unloaded', [0.0, 0.2, 0.0, 0.2, '#scared', '#disgusting', 'negetive', -0.625, 'succeeder', 'cash', 'irreplaceableness', 'solicitous', 'happen_now'])
('busts', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'otoscope', 'important_human', 'mildness', 'regularisation', 'bewitch'])
('peacekeepers', [0.0, 0.07692307692307693, 0.07142857142857142, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'faceless', 'seemliness', 'chastisement', 'unhook', 'union_square_greenmarket'])
('living', [0.0, 0.16666666666666666, 0.0, 0.16666666666666666, '#scared', '#disgusting', 'negetive', -0.125, 'take_court', 'salvager', 'gradual_emergence', 'parasitic_species', 'satin_gown'])
('bulkiness', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'cabbage_leaf', 'independence', 'kowtow', 'common_water_snake', 'serious_illness'])
('condemns', [0.0, 0.09090909090909091, 0.0, 0.09090909090909091, '#scared', '#disgusting', 'negetive', -1.0, 'golden_crown', 'cefoxitin', 'insincerity', 'green_leave', 'willful_conduct'])
('bugging', [0.0, 0.1111111111111111, 0.0, 0.14285714285714285, '#disgusting', '#scared', 'negetive', -1.0, 'chap', 'nay', 'tolerant', 'luggage_trolley', 'recollective'])
('disintegrated', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -1.0, 'multiple_choices', 'corporal_punishment', 'memo', 'arresting', 'leaning'])
('preferes', [0.0, 0.25, 0.2, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'teased', 'curved_screen', 'primary_immunodeficiency', 'sacred', 'terrible_crime'])
('disintegrates', [0.0, 0.14285714285714285, 0.0, 0.14285714285714285, '#scared', '#disgusting', 'negetive', -1.0, 'multiple_choices', 'corporal_punishment', 'memo', 'arresting', 'leaning'])
('oasis', [0.0, 0.1, 0.09090909090909091, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'gold_fish', 'junior_faculty_member', 'harsh_climate', 'marriage', 'boldness'])
('miscreants', [0.0, 0.08333333333333333, 0.0, 0.08333333333333333, '#scared', '#disgusting', 'negetive', -1.0, 'diseased_person', 'witch_doctor', 'pulpit', 'loafer', 'play'])
('advantages', [0.0, 0.125, 0.1111111111111111, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'traumatic_stress_study', 'slimed', 'trigger_off', 'mumbo_jumbo', 'cold_temperature'])
('dehumanization', [0.0, 0.07142857142857142, 0.0, 0.07142857142857142, '#scared', '#disgusting', 'negetive', -1.0, 'scandinavian_folklore', 'adorable', 'seed_fern', 'criminal_defense_lawyer', 'further'])
('prefered', [0.0, 0.25, 0.2, 0.0, '#interesting', '#interesting', 'positive', 1.0, 'teased', 'curved_screen', 'primary_immunodeficiency', 'sacred', 'terrible_crime'])
('tangles', [0.0, 0.1, 0.0, 0.1, '#scared', '#disgusting', 'negetive', -1.0, 'sponsorship', 'paracentesis', 'eerie', 'look_picture', 'nice_place_to_live'])
